"lang"
{

	"Language"		"English"
		"DOTA_Tooltip_ability_item_gloves_of_strength_Lore"							"These gloves help with hand-to-hand combat, adding increased power to every blow."
		"DOTA_Tooltip_ability_item_gloves_of_strength_bonus_str"					"Strength: +"

		//Idate's Boot - training_weights
    	"DOTA_Tooltip_ability_item_training_weights"								"Training Weights"
		"DOTA_Tooltip_ability_item_training_weights_Lore"							"Training weights have been traditionally used as a simple way for a shinobi to train their body and increase their speed."
		"DOTA_Tooltip_ability_item_training_weights_bonus_agi"						"Agility: +"

		//Amulet of Anubis
    	"DOTA_Tooltip_ability_item_amulet_of_anubis"								"Amulet of Anubis"
		"DOTA_Tooltip_ability_item_amulet_of_anubis_Lore"							"These amulets once belonged to Anubis, a powerful spirit who guides those who hold the powerful artifact."
		"DOTA_Tooltip_ability_item_amulet_of_anubis_bonus_int"						"Intelligence: +"

		//Leaf of Konoha
    	"DOTA_Tooltip_ability_item_leaf_of_konoha"									"Leaf of Konoha"
		"DOTA_Tooltip_ability_item_leaf_of_konoha_Lore"								"A special leaf that originates from Konoha. These leaves help many young ninja on their way to acheiving their dreams."
		"DOTA_Tooltip_ability_item_leaf_of_konoha_bonus_int"						"Intelligence: +"
		"DOTA_Tooltip_ability_item_leaf_of_konoha_bonus_agi"						"Agility: +"
		"DOTA_Tooltip_ability_item_leaf_of_konoha_bonus_str"						"Strength: +"

		//Sakuras Fighting Gloves
    	"DOTA_Tooltip_ability_item_sakuras_fighting_gloves"							"Sakura's Fighting Gloves"
		"DOTA_Tooltip_ability_item_sakuras_fighting_gloves_Lore"					"After training for three years, these are the gloves Sakura frequently dons into combat as she channels her legendary strength."
		"DOTA_Tooltip_ability_item_sakuras_fighting_gloves_bonus_str"				"Strength: +"
		"DOTA_Tooltip_ability_item_sakuras_fighting_gloves_bonus_int"				"Intelligence: +"
		"DOTA_Tooltip_ability_item_sakuras_fighting_gloves_bonus_agi"				"Agility: +"
		"DOTA_Tooltip_ability_item_sakuras_fighting_gloves_bonus_damage"			"Damage: +"

		//Sakuras Fighting Gloves Recipe
    	"DOTA_Tooltip_ability_item_recipe_sakuras_fighting_gloves"					"Sakuras Fighting Gloves"
		"DOTA_Tooltip_ability_item_recipe_sakuras_fighting_glovess_Lore"			"After training for three years, these are the gloves Sakura frequently dons into combat as she channels her legendary strength."
		"DOTA_Tooltip_ability_item_recipe_sakuras_fighting_gloves_bonus_str"		"Strength: +"
		"DOTA_Tooltip_ability_item_recipe_sakuras_fighting_gloves_bonus_int"		"Intelligence: +"
		"DOTA_Tooltip_ability_item_recipe_sakuras_fighting_gloves_bonus_agi"		"Agility: +"
		"DOTA_Tooltip_ability_item_recipe_sakuras_fighting_gloves_bonus_damage"		"Damage: +"

		//The Spark of Agility Recipe
    	"DOTA_Tooltip_ability_item_recipe_the_spark_of_agility"						"The Spark of Agility"
		"DOTA_Tooltip_ability_item_recipe_the_spark_of_agility_Lore"				"The spark within can increase the neuro-activites of the brain, granting the sharpest reflexes a shinobi can ask for."
		"DOTA_Tooltip_ability_item_recipe_the_spark_of_agility_bonus_str"			"Strength: +"
		"DOTA_Tooltip_ability_item_recipe_the_spark_of_agility_bonus_int"			"Intelligence: +"
		"DOTA_Tooltip_ability_item_recipe_the_spark_of_agility_bonus_agi"			"Agility: +"
		"DOTA_Tooltip_ability_item_recipe_the_spark_of_agility_bonus_damage"		"Damage: +"

		//The Spark of Agility
    	"DOTA_Tooltip_ability_item_the_spark_of_agility"							"The Spark of Agility"
		"DOTA_Tooltip_ability_item_the_spark_of_agility_Lore"						"The spark within can increase the neuro activites of the brain, granting the sharpest reflexes a shinobi can ask for."
		"DOTA_Tooltip_ability_item_the_spark_of_agility_bonus_str"					"Strength: +"
		"DOTA_Tooltip_ability_item_the_spark_of_agility_bonus_int"					"Intelligence: +"
		"DOTA_Tooltip_ability_item_the_spark_of_agility_bonus_agi"					"Agility: +"
		"DOTA_Tooltip_ability_item_the_spark_of_agility_bonus_damage"				"Damage: +"

		//Celestrial Shield Recipe
    	"DOTA_Tooltip_ability_item_recipe_celestrial_shield"						"Celestial Shield"
		"DOTA_Tooltip_ability_item_recipe_celestrial_shield_Lore"					"The Celestial Shield reflects the true self within, bringing the wisdom needed to move gracefully into combat."
		"DOTA_Tooltip_ability_item_recipe_celestrial_shield_bonus_str"				"Strength: +"
		"DOTA_Tooltip_ability_item_recipe_celestrial_shield_bonus_int"				"Intelligence: +"
		"DOTA_Tooltip_ability_item_recipe_celestrial_shield_bonus_agi"				"Agility: +"
		"DOTA_Tooltip_ability_item_recipe_celestrial_shield_bonus_damage"			"Damage: +"

		//Celestrial Shield
    	"DOTA_Tooltip_ability_item_celestrial_shield"								"Celestrial Shield"
		"DOTA_Tooltip_ability_item_celestrial_shield_Lore"							"The Celestrial Shield reflects the true self within, bringing the wisdom needed to move gracefully into combat."
		"DOTA_Tooltip_ability_item_celestrial_shield_bonus_str"						"Strength: +"
		"DOTA_Tooltip_ability_item_celestrial_shield_bonus_int"						"Intelligence: +"
		"DOTA_Tooltip_ability_item_celestrial_shield_bonus_agi"						"Agility: +"
		"DOTA_Tooltip_ability_item_celestrial_shield_bonus_damage"						"Damage: +"

		//Shinobi Waist Pouch
    	"DOTA_Tooltip_ability_item_shinobi_waist_pouch"								"Shinobi Waist Pouch"
		"DOTA_Tooltip_ability_item_shinobi_waist_pouch_Lore"						"A basic pouch in which a shinobi carries their ninja tools."
		"DOTA_Tooltip_ability_item_shinobi_waist_pouch_bonus_str"					"Strength: +"
		"DOTA_Tooltip_ability_item_shinobi_waist_pouch_bonus_int"					"Intelligence: +"
		"DOTA_Tooltip_ability_item_shinobi_waist_pouch_bonus_agi"					"Agility: +"

		//Belt of Strength - Firm Nunchaku
    	"DOTA_Tooltip_ability_item_firm_nunchaku"									"Firm Nunchaku"
		"DOTA_Tooltip_ability_item_firm_nunchaku_Lore"								"These strange weapons serve as an unorthodox tool for those strong enough to deal heavy damage with them. "
		"DOTA_Tooltip_ability_item_firm_nunchaku_bonus_str"							"Strength: +"

		//Snake Skin
    	"DOTA_Tooltip_ability_item_snake_skin"										"Snake Skin"
		"DOTA_Tooltip_ability_item_snake_skin_Lore"									"These skin sheddings of the white snake bring flexibility to the user's skin, giving them smooth agile-like movements."
		"DOTA_Tooltip_ability_item_snake_skin_bonus_agi"							"Agility: +"

		//Anbu Cloak
    	"DOTA_Tooltip_ability_item_anbu_cloak"										"Anbu Cloak"
		"DOTA_Tooltip_ability_item_anbu_cloak_Lore"									"A common cloak used by the ANBU to shroud them in mystery."
		"DOTA_Tooltip_ability_item_anbu_cloak_bonus_int"							"Intelligence: +"

		//Axe of Strength - Vambraces 
    	"DOTA_Tooltip_ability_item_vambraces"										"Vambraces"
		"DOTA_Tooltip_ability_item_vambraces_Lore"									"Vambraces are heavy pieces of equipment that have been used for both extreme strength training and raw offensive power. "
		"DOTA_Tooltip_ability_item_vambraces_bonus_str"								"Strength: +"

		//Blade of Agility - Swift Katana
    	"DOTA_Tooltip_ability_item_swift_katana"									"Swift Katana"
		"DOTA_Tooltip_ability_item_swift_katana_Lore"								"The katana is one of the fastest swords ever made, capable of being drawn and wielded at deadly speeds."
		"DOTA_Tooltip_ability_item_swift_katana_bonus_agi"							"Agility: +"

		//Staff Of Faith
    	"DOTA_Tooltip_ability_item_staff_of_faith"									"Staff Of Faith"
		"DOTA_Tooltip_ability_item_staff_of_faith_Lore"								"An ancient staff that has guided many shinobi during hard times."
		"DOTA_Tooltip_ability_item_staff_of_faith_bonus_int"						"Intelligence: +"

		//Kage's Relic
    	"DOTA_Tooltip_ability_item_kages_relic"										"Kage's Relic"
		"DOTA_Tooltip_ability_item_kages_relic_Lore"								"A Kage's Relic is an antique item that belonged to the first Kage of each village. The relic represents one's immense power and abilities."
		"DOTA_Tooltip_ability_item_kages_relic_bonus_str"							"Strength: +"
		"DOTA_Tooltip_ability_item_kages_relic_bonus_int"							"Intelligence: +"
		"DOTA_Tooltip_ability_item_kages_relic_bonus_agi"							"Agility: +"

		//Yondaime Sealed Kunai
    	"DOTA_Tooltip_ability_item_yondaime_sealed_kunai"							"Yondaime Sealed Kunai"
		"DOTA_Tooltip_ability_item_yondaime_sealed_kunai_Lore"						"This sealed kunai helped Yondaime of Konoha gain his nickname 'The Yellow Flash'. It allows the user to blink to a target location in a flash."

		//Soldier Pill
    	//"DOTA_Tooltip_ability_item_clarity"											"Soldier Pill"

    	//Medicine
    	"DOTA_Tooltip_ability_item_flask"											"Medicine"
    	"DOTA_Tooltip_ability_item_flask_lore"										"While not as effective as medical nin-jutsu, Medicine provides near instant relief to shinobi who lack the aid of a medic-nin."

    	//Food Supply
    	"DOTA_Tooltip_ability_item_tango"											"Food Supply"
    	"DOTA_Tooltip_ability_item_tango_lore"										"A sufficient supply of food is essential for ninjas on long missions."


    	//Hero's Water
    	"DOTA_Tooltip_ability_item_bottle"											"Hero's Water"
    	"DOTA_Tooltip_ability_item_bottle_description"								"Use: Regenerate - Consumes a charge to restore Health and Chakra over time. Healing stops if attacked. Hero's Water can be refilled at your team's fountain. Runes can be stored in Hero's Water for later use, and are activated automatically after 2 minutes. If Hero's Water does not have full charges and is palced on a courier, the courier will move 30% slower. Hold Control to use Regenerate on an allied hero. Stored runes cannot be shared."
    	"DOTA_Tooltip_ability_item_bottle_Note0"									"Health Restored: 110 \nChakra Restored: 70\nDuration: 3"

		//Kunai
    	"DOTA_Tooltip_ability_item_kunai"											"Kunai"
    	"DOTA_Tooltip_ability_item_kunai_lore"										"Ninjas are taught to wield these simple weapons from the moment they start training, and are still used even by the most powerful of shinobi."
    	"DOTA_Tooltip_ability_item_kunai_description"								"Active: Chop - Destroy a target tree or ward. \nPassive: Quell - Increases attack damage against non-hero units, based on whether the equipped hero is ranged or melee."
    	"DOTA_Tooltip_ability_item_kunai_bonus_damage_melee"						"%Melee bonus Attack Damage:"
		"DOTA_Tooltip_ability_item_kunai_bonus_damage_range"						"%Ranged bonus Attack Damage:"

    	//Clarity
    	"DOTA_Tooltip_ability_item_clarity"											"Clarity"
    	"DOTA_Tooltip_ability_item_description"										"Use: Restores chakra to the target unit over time. If the unit is attacked, the effect is lost. Hold control to use Clarity on an allied hero."


    	//Sand Eyes
    	"DOTA_Tooltip_ability_item_ward_observer"									"Third Eye"
    	"DOTA_Tooltip_ability_item_ward_observer_lore"								"In a war of stealth and trickery, observation is the key to victory."
    	
    	//Sand Eyes Improved
    	"DOTA_Tooltip_ability_item_ward_sentry"										"Sentry Eyes"
    	"DOTA_Tooltip_ability_item_ward_sentry_lore"								"For many ninjas, the detection of their presence will most likely mean their death."


    	//Dust of Appearance
    	"DOTA_Tooltip_ability_item_dust"											"Dust of Appearance"

    	//Animal Courier
    	"DOTA_Tooltip_ability_item_courier"											"Pakkun"

    	//Scroll of Town Portal
    	"DOTA_Tooltip_ability_item_tpscroll"										"Summoning Scroll"

    	//Shinobi Trends
    	"DOTA_Tooltip_ability_item_shinobi_trends"									"Shinobi Trends"
		"DOTA_Tooltip_ability_item_shinobi_trends_Lore"								"These artificial legs help shinobis who have lost a leg or two regain their speed on the battlefield. Their chakra infused engineering allow the user to redirect their chakra flow to meet the demands of the battlefield."
		"DOTA_Tooltip_ability_item_shinobi_trends_movementspeed"					"Movement Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_attackspeed"						"Attack Speed: +"

    	//Shinobi Trends of Strength
    	"DOTA_Tooltip_ability_item_shinobi_trends_str"								"Shinobi Trends of Strength"
		"DOTA_Tooltip_ability_item_shinobi_trends_str_Lore"							"These artificial legs help shinobis who have lost a leg or two regain their speed on the battlefield. Their chakra infused engineering allow the user to redirect their chakra flow to meet the demands of the battlefield."
		"DOTA_Tooltip_ability_item_shinobi_trends_str_movementspeed"				"Movement Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_str_attackspeed"					"Attack Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_str_bonus_str"					"Strength: +"

		//Shinobi Trends of Agility
    	"DOTA_Tooltip_ability_item_shinobi_trends_agi"								"Shinobi Trends of Agility"
		"DOTA_Tooltip_ability_item_shinobi_trends_agi_Lore"							"These artificial legs help shinobis who have lost a leg or two regain their speed on the battlefield. Their chakra infused engineering allow the user to redirect their chakra flow to meet the demands of the battlefield."
		"DOTA_Tooltip_ability_item_shinobi_trends_agi_movementspeed"				"Movement Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_agi_attackspeed"					"Attack Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_agi_bonus_agi"					"Agility: +"

		//Shinobi Trends of Intelligence
    	"DOTA_Tooltip_ability_item_shinobi_trends_int"								"Shinobi Trends of Intelligence"
		"DOTA_Tooltip_ability_item_shinobi_trends_int_Lore"							"These artificial legs help shinobis who have lost a leg or two regain their speed on the battlefield. Their chakra infused engineering allow the user to redirect their chakra flow to meet the demands of the battlefield."
		"DOTA_Tooltip_ability_item_shinobi_trends_int_movementspeed"				"Movement Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_int_attackspeed"					"Attack Speed: +"
		"DOTA_Tooltip_ability_item_shinobi_trends_int_bonus_int"					"Intelligence: +"

		//Idate's Sandals
    	"DOTA_Tooltip_ability_item_idates_sandals"									"Idate's Sandals"
    	"DOTA_Tooltip_ability_item_idates_sandals_Description"						"Active: Phase - Increases Movement Speed by %movementspeed_cast_percent%%% and lets you move through units. Phase is cancelled upon using another item or ability."
		"DOTA_Tooltip_ability_item_idates_sandals_Lore"								"These sandals once belonged to Idate, known as one of the fastest runners to have ever lived."
		"DOTA_Tooltip_ability_item_idates_sandals_movementspeed"					"Movement Speed: +"
		"DOTA_Tooltip_ability_item_idates_sandals_bonus_damage"						"Attack Damage: +"
		"DOTA_Tooltip_idates_sandals_phase"											"Idate's Sandals"
		"DOTA_Tooltip_idates_sandals_phase_description"								"This Unit's Movementspeed is increased by 10%%."

		//The Fourth's Legcy
    	"DOTA_Tooltip_ability_item_the_fourths_legacy"								"The Fourth's Legacy"
    	"DOTA_Tooltip_ability_item_the_fourths_Description"							"Active: Teleport - Teleports you to an allied non-hero unit or structure.\n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
		"DOTA_Tooltip_ability_item_the_fourths_legacy_Lore"							"The Fourth Hokage Yondaime, also known as 'Konoha's Yellow Flash' is remembered far and wide for his legendary speed."
		"DOTA_Tooltip_ability_item_the_fourths_legacy_movementspeed"				"Movement Speed: +"
	
		//Transmutation Gloves
    	"DOTA_Tooltip_ability_item_transmutation_gloves"							"Transmutation Gloves"
    	"DOTA_Tooltip_ability_item_transmutation_gloves_Description"				"Active: Transmute - Kills a non-hero target for 190 gold and 2.5x experience."
		"DOTA_Tooltip_ability_item_transmutation_gloves_Lore"						"These special gloves, enhanced with alchemy, are designed to be a form of upgraded auto-mail. By reaching over a lesser enemy, the enemy can be turned into gold for personal use."
		"DOTA_Tooltip_ability_item_transmutation_gloves_attackspeed"				"Attack Speed: +"
	
		//Gai's Fist Of Might
    	"DOTA_Tooltip_ability_item_gais_fist_of_might"								"Gai's Fist Of Might"
		"DOTA_Tooltip_ability_item_gais_fist_of_might_Lore"							"The greatest master of taijutsu that Konoha has ever seen, Gai uses his special gloves to enable him to attack at extreme speeds."
		"DOTA_Tooltip_ability_item_gais_fist_of_might_attackspeed"					"Attack Speed: +"
	
		//Ring of Health
    	"DOTA_Tooltip_ability_item_ring_of_health_datadriven"						"Ring Of Health"
		"DOTA_Tooltip_ability_item_ring_of_health_datadriven_Lore"					"Many generations ago, these rings were the ultimates tools for regenerating one's health when at war."
		"DOTA_Tooltip_ability_item_ring_of_health_datadriven_bonus_hp_reg_constant"	"Hp Regeneration: +"
	
		//Silver Watch
    	"DOTA_Tooltip_ability_item_silver_watch"									"Silver Watch"
		"DOTA_Tooltip_ability_item_silver_watch_Lore"								"This special silver watch is given to state alchemists who pass the state test. These watches amplify the powers of their transmutation circles and... wait a second.. Hey! Isn't this from Full Metal Alchemist?"
		"DOTA_Tooltip_ability_item_silver_watch_bonus_mana_reg_percentage"			"%Chakra Regeneration: +"
